year,sector,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2005,51,l) Left Censored,7049,54842,2057576,2087737,5672,10.410,4955,9.094,229611,80362,149249,3.849,10.998,290601,86902,203699,4.162,13.919,-60990,-2.921,21.996,220,339,5692
2005,52,a) 0,23588,24577,105007,52504,24577,200.000,(X),(X),105007,105007,(X),200.000,200.000,(X),(X),(X),(X),(X),105007,200.000,(X),(X),(X),(X)
2005,52,b) 1,17536,17852,86755,87047,165,0.815,4974,24.555,25462,1176,24286,1.351,29.251,25666,15997,9669,18.378,29.485,-204,-0.234,58.502,3807,3812,13122
2005,52,c) 2,14317,14615,93521,93562,600,3.838,2637,16.868,23119,2513,20606,2.686,24.710,22649,11540,11109,12.334,24.208,470,0.502,48.415,2068,2069,9968
2005,52,d) 3,12622,13453,104973,104720,619,4.403,1831,13.024,20432,4099,16333,3.914,19.511,20125,7617,12508,7.274,19.218,307,0.293,38.436,1340,1368,5972
2005,52,e) 4,11769,12586,74408,77177,528,4.043,1474,11.287,12691,2454,10237,3.180,16.444,18248,8683,9565,11.251,23.645,-5557,-7.200,32.888,1137,1150,7193
2005,52,f) 5,10066,10981,78052,79138,432,3.805,1177,10.367,12207,1467,10740,1.854,15.425,14515,4626,9889,5.845,18.341,-2308,-2.916,30.850,895,918,3860
2005,52,g) 6 to 10,40822,52703,404211,407519,3148,5.893,4586,8.584,71913,20179,51734,4.952,17.647,78207,29429,48778,7.222,19.191,-6294,-1.544,35.293,2968,3122,19677
2005,52,h) 11 to 15,26096,33389,290076,292057,2323,6.966,2238,6.711,44828,16844,27984,5.767,15.349,48393,10537,37856,3.608,16.570,-3565,-1.221,30.698,1453,1521,7003
2005,52,i) 16 to 20,20003,28197,305359,310317,1397,4.907,1944,6.828,37470,12162,25308,3.919,12.075,47092,16193,30899,5.218,15.175,-9622,-3.101,24.150,1030,1134,9237
2005,52,j) 21 to 25,13419,20804,248653,249912,784,3.731,1207,5.743,28097,5498,22599,2.200,11.243,30725,10667,20058,4.268,12.294,-2628,-1.052,22.486,637,667,2588
2005,52,k) 26+,6581,10713,136841,134656,410,3.808,520,4.829,18945,8849,10096,6.572,14.069,14633,3655,10978,2.714,10.867,4312,3.202,21.734,325,340,1424
2005,52,l) Left Censored,32004,204427,4475783,4534541,23958,11.625,27302,13.247,637561,296892,340669,6.547,14.060,751157,351773,399384,7.758,16.565,-113596,-2.505,28.120,1165,1482,9938
2005,53,a) 0,30722,31262,100200,50100,31262,200.000,(X),(X),100200,100200,(X),200.000,200.000,(X),(X),(X),(X),(X),100200,200.000,(X),(X),(X),(X)
2005,53,b) 1,20584,20762,81679,85865,43,0.180,6310,26.407,19132,723,18409,0.842,22.281,26916,16994,9922,19.792,31.347,-7784,-9.065,44.563,4849,4855,13873
2005,53,c) 2,16301,16543,68483,71816,798,4.502,3161,17.834,12981,1700,11281,2.367,18.075,19471,8994,10477,12.524,27.113,-6490,-9.037,36.151,2431,2431,7236
2005,53,d) 3,13216,13719,72370,73791,630,4.361,2085,14.433,12371,2407,9964,3.262,16.765,15139,6248,8891,8.467,20.516,-2768,-3.751,33.530,1581,1584,4927
2005,53,e) 4,11005,11333,51736,53838,549,4.640,1547,13.075,8699,1774,6925,3.295,16.158,12788,4592,8196,8.529,23.753,-4089,-7.595,32.316,1126,1151,3548
2005,53,f) 5,10252,10723,56542,57812,504,4.523,1344,12.061,9422,2559,6863,4.426,16.298,11828,4811,7017,8.322,20.459,-2406,-4.162,32.595,981,999,3487
2005,53,g) 6 to 10,43700,47234,271213,276998,2225,4.574,5055,10.391,41388,10128,31260,3.656,14.942,53118,18680,34438,6.744,19.176,-11730,-4.235,29.883,3716,3802,13544
2005,53,h) 11 to 15,29318,35623,251331,258217,1432,3.930,3056,8.388,33827,9253,24574,3.583,13.100,47416,14091,33325,5.457,18.363,-13589,-5.263,26.200,2070,2173,9541
2005,53,i) 16 to 20,22438,33870,260409,263003,1721,5.036,2330,6.818,30803,10031,20772,3.814,11.712,35752,11002,24750,4.183,13.594,-4949,-1.882,23.424,1415,1514,6494
2005,53,j) 21 to 25,14105,19671,163055,165006,633,3.170,1230,6.159,17354,4237,13117,2.568,10.517,21101,5744,15357,3.481,12.788,-3747,-2.271,21.034,818,853,3733
2005,53,k) 26+,7509,14384,96663,97893,940,6.461,1271,8.736,12548,5146,7402,5.257,12.818,15059,6508,8551,6.648,15.383,-2511,-2.565,25.636,450,655,2220
2005,53,l) Left Censored,23639,56699,637356,639243,5356,9.527,4397,7.821,96030,45689,50341,7.147,15.022,99320,28372,70948,4.438,15.537,-3290,-0.515,30.045,1215,1633,6653
2005,54,a) 0,65291,65486,215513,107757,65486,200.000,(X),(X),215513,215513,(X),200.000,200.000,(X),(X),(X),(X),(X),215513,200.000,(X),(X),(X),(X)
2005,54,b) 1,48537,48744,240057,238074,75,0.134,14932,26.582,72392,8859,63533,3.721,30.407,66942,36623,30319,15.383,28.118,5450,2.289,56.236,10929,10929,28843
2005,54,c) 2,41190,41447,217233,214491,2053,4.619,8044,18.100,55883,7275,48608,3.392,26.054,49765,23791,25974,11.092,23.201,6118,2.852,46.403,5915,5947,19027
2005,54,d) 3,36035,36467,239841,245139,1767,4.600,5660,14.734,43186,4337,38849,1.769,17.617,53534,24870,28664,10.145,21.838,-10348,-4.221,35.234,4155,4163,21537
2005,54,e) 4,33153,33787,217503,217748,1768,5.012,4738,13.433,42539,4493,38046,2.063,19.536,43170,19444,23726,8.930,19.826,-631,-0.290,39.072,3375,3397,13539
2005,54,f) 5,30260,30926,214918,215809,1556,4.837,4039,12.556,38219,5395,32824,2.500,17.710,40293,17626,22667,8.167,18.671,-2074,-0.961,35.419,2885,2913,13614
2005,54,g) 6 to 10,127738,133434,1137241,1134648,6431,4.679,14458,10.519,203104,34869,168235,3.073,17.900,196673,70585,126088,6.221,17.333,6431,0.567,34.667,10054,10167,44905
2005,54,h) 11 to 15,79760,84741,858439,874596,2803,3.228,7003,8.064,124184,27506,96678,3.145,14.199,153274,31285,121989,3.577,17.525,-29090,-3.326,28.398,4764,4870,21202
2005,54,i) 16 to 20,61497,67879,734145,739678,2205,3.191,4630,6.701,93245,22492,70753,3.041,12.606,104657,26453,78204,3.576,14.149,-11412,-1.543,25.212,3013,3103,15437
2005,54,j) 21 to 25,41366,46189,548649,557855,1118,2.371,3048,6.464,58015,8822,49193,1.581,10.400,76416,19597,56819,3.513,13.698,-18401,-3.299,20.799,1962,2029,10916
2005,54,k) 26+,17422,20594,304618,304233,655,3.138,1207,5.783,37522,11085,26437,3.644,12.333,37028,7838,29190,2.576,12.171,494,0.162,24.342,797,822,3662
2005,54,l) Left Censored,45278,85894,2467409,2479238,4235,4.859,6745,7.740,293655,87467,206188,3.528,11.845,314078,105919,208159,4.272,12.668,-20423,-0.824,23.689,1988,2103,11733
2005,55,a) 0,643,671,12088,6044,671,200.000,(X),(X),12088,12088,(X),200.000,200.000,(X),(X),(X),(X),(X),12088,200.000,(X),(X),(X),(X)
2005,55,b) 1,520,527,9619,15374,19,3.079,199,32.253,2836,471,2365,3.064,18.447,14283,3158,11125,20.542,92.907,-11447,-74.459,36.895,170,170,2574
2005,55,c) 2,490,502,12999,13792,40,7.540,97,18.285,3529,468,3061,3.393,25.587,5276,1404,3872,10.180,38.254,-1747,-12.667,51.175,82,82,1230
2005,55,d) 3,605,613,9185,9967,32,4.973,93,14.452,2301,1060,1241,10.636,23.087,3895,1461,2434,14.659,39.081,-1594,-15.994,46.175,79,79,1394
2005,55,e) 4,520,534,9124,10344,30,5.391,75,13.477,1437,471,966,4.553,13.892,3996,523,3473,5.056,38.631,-2559,-24.739,27.784,57,58,257
2005,55,f) 5,594,667,16497,16156,49,7.122,91,13.227,4396,1560,2836,9.656,27.211,3860,1263,2597,7.818,23.893,536,3.318,47.786,63,74,1029
2005,55,g) 6 to 10,2694,3301,122453,125248,224,6.699,310,9.270,22193,7839,14354,6.259,17.719,28127,10033,18094,8.011,22.457,-5934,-4.738,35.439,180,186,2650
2005,55,h) 11 to 15,2198,2935,136620,135743,256,8.728,252,8.592,30123,13252,16871,9.763,22.191,28429,6296,22133,4.638,20.943,1694,1.248,41.887,86,88,985
2005,55,i) 16 to 20,2593,4180,182773,186894,418,10.117,321,7.770,28627,7786,20841,4.166,15.317,36450,10429,26021,5.580,19.503,-7823,-4.186,30.634,78,82,2118
2005,55,j) 21 to 25,2196,3045,155646,149874,247,8.221,166,5.525,30022,10955,19067,7.309,20.031,18333,4605,13728,3.073,12.232,11689,7.799,24.465,52,55,1430
2005,55,k) 26+,1468,2459,111938,111132,189,7.778,131,5.391,18421,4692,13729,4.222,16.576,16277,3806,12471,3.425,14.647,2144,1.929,29.293,33,34,432
2005,55,l) Left Censored,11295,28108,2030395,2039069,2437,8.754,1896,6.811,260591,76819,183772,3.767,12.780,279344,80154,199190,3.931,13.700,-18753,-0.920,25.560,179,192,2720
2005,56,a) 0,31927,32095,319113,159557,32095,200.000,(X),(X),319113,319113,(X),200.000,200.000,(X),(X),(X),(X),(X),319113,200.000,(X),(X),(X),(X)
2005,56,b) 1,23336,23464,317892,297698,45,0.164,8090,29.433,123817,2177,121640,0.731,41.591,81828,41849,39979,14.058,27.487,41989,14.105,54.974,6028,6028,34239
2005,56,c) 2,19247,19409,348245,349649,968,4.596,4270,20.275,96672,9768,86904,2.794,27.648,99096,52028,47068,14.880,28.342,-2424,-0.693,55.297,3308,3309,45281
2005,56,d) 3,16901,17259,305704,305615,925,5.035,3153,17.161,68557,12140,56417,3.972,22.433,69025,26550,42475,8.687,22.586,-468,-0.153,44.865,2362,2381,22798
2005,56,e) 4,14199,14468,274938,264110,754,4.935,2376,15.551,77301,4935,72366,1.869,29.268,55039,17100,37939,6.475,20.839,22262,8.429,41.679,1738,1750,13442
2005,56,f) 5,13323,13799,266318,264582,768,5.307,2111,14.588,62603,13354,49249,5.047,23.661,58505,20395,38110,7.708,22.112,4098,1.549,44.224,1528,1540,15210
2005,56,g) 6 to 10,54643,57771,1432439,1440162,2724,4.546,7021,11.717,288882,47447,241435,3.295,20.059,304075,111045,193030,7.711,21.114,-15193,-1.055,40.118,4966,5038,85667
2005,56,h) 11 to 15,35479,39464,1180150,1141822,1706,4.210,3826,9.441,270941,51878,219063,4.543,23.729,189792,53758,136034,4.708,16.622,81149,7.107,33.244,2516,2588,28350
2005,56,i) 16 to 20,25049,31596,1190553,1167139,1372,4.243,2851,8.817,212868,31340,181528,2.685,18.238,165156,54209,110947,4.645,14.151,47712,4.088,28.301,1587,1635,13808
2005,56,j) 21 to 25,13222,18339,637587,646858,895,4.803,1484,7.964,116255,33452,82803,5.171,17.972,136648,55181,81467,8.531,21.125,-20393,-3.153,35.945,716,748,35440
2005,56,k) 26+,5712,7323,266394,269827,246,3.287,567,7.577,35339,4296,31043,1.592,13.097,41986,5739,36247,2.127,15.560,-6647,-2.463,26.194,320,368,2380
2005,56,l) Left Censored,14772,42975,2402635,2384203,3199,7.367,4094,9.428,400973,106076,294897,4.449,16.818,361563,118784,242779,4.982,15.165,39410,1.653,30.330,693,767,17554
2005,61,a) 0,6419,6509,45712,22856,6509,200.000,(X),(X),45712,45712,(X),200.000,200.000,(X),(X),(X),(X),(X),45712,200.000,(X),(X),(X),(X)
2005,61,b) 1,4957,4982,41974,39596,17,0.302,1312,23.306,13332,1769,11563,4.468,33.670,8628,4618,4010,11.663,21.790,4704,11.880,43.580,1013,1015,3889
2005,61,c) 2,4335,4368,38541,37904,158,3.399,720,15.487,8339,788,7551,2.079,22.000,7111,2789,4322,7.358,18.761,1228,3.240,37.521,553,553,2319
2005,61,d) 3,3463,3523,55030,54425,128,3.443,517,13.907,7300,797,6503,1.464,13.413,6125,2571,3554,4.724,11.254,1175,2.159,22.508,395,395,1968
2005,61,e) 4,2992,3065,37572,37253,126,3.928,412,12.843,5905,683,5222,1.833,15.851,5273,2203,3070,5.914,14.155,632,1.697,28.310,308,312,1845
2005,61,f) 5,2714,2858,37305,38267,144,4.866,347,11.725,6158,1770,4388,4.625,16.092,8052,4127,3925,10.785,21.042,-1894,-4.949,32.185,252,254,1840
2005,61,g) 6 to 10,11249,11702,165360,165884,396,3.276,1165,9.639,21739,3026,18713,1.824,13.105,22657,7133,15524,4.300,13.658,-918,-0.553,26.210,879,889,5289
2005,61,h) 11 to 15,6845,7393,125675,126431,202,2.669,554,7.319,13486,984,12502,0.778,10.667,14907,3449,11458,2.728,11.791,-1421,-1.124,21.333,391,396,2463
2005,61,i) 16 to 20,4230,5296,173730,171807,295,5.448,532,9.825,17453,4077,13376,2.373,10.158,13906,3575,10331,2.081,8.094,3547,2.065,16.188,217,225,1598
2005,61,j) 21 to 25,2982,3503,93230,93079,73,2.055,173,4.869,8302,869,7433,0.934,8.919,7905,1477,6428,1.587,8.493,397,0.427,16.986,109,117,875
2005,61,k) 26+,1607,2018,82415,81100,43,2.118,68,3.349,9089,1728,7361,2.131,11.207,6427,718,5709,0.885,7.925,2662,3.282,15.850,45,45,380
2005,61,l) Left Censored,11840,16579,1983918,1981585,589,3.571,418,2.534,137456,33495,103961,1.690,6.937,132950,11208,121742,0.566,6.709,4506,0.227,13.419,200,206,3631
2005,62,a) 0,41651,42299,272324,136162,42299,200.000,(X),(X),272324,272324,(X),200.000,200.000,(X),(X),(X),(X),(X),272324,200.000,(X),(X),(X),(X)
2005,62,b) 1,35062,35499,298199,283175,92,0.237,6679,17.217,84848,1734,83114,0.612,29.963,54268,29848,24420,10.540,19.164,30580,10.799,38.328,5112,5113,24732
2005,62,c) 2,30934,31434,285968,283433,902,2.735,3994,12.110,54537,4862,49675,1.715,19.242,49159,21524,27635,7.594,17.344,5378,1.897,34.688,3114,3158,18111
2005,62,d) 3,28599,29856,372007,376896,823,2.651,3197,10.299,49431,7890,41541,2.093,13.115,59045,21135,37910,5.608,15.666,-9614,-2.551,26.231,2439,2463,16906
2005,62,e) 4,24335,25604,307937,310614,721,2.730,2329,8.819,41466,6504,34962,2.094,13.350,46648,17486,29162,5.629,15.018,-5182,-1.668,26.699,1780,1801,12579
2005,62,f) 5,21872,23419,311820,315947,614,2.546,2000,8.295,37166,5646,31520,1.787,11.763,45710,19063,26647,6.034,14.468,-8544,-2.704,23.527,1539,1565,12246
2005,62,g) 6 to 10,88544,100444,1528795,1536269,3017,2.944,7116,6.943,183556,41053,142503,2.672,11.948,198152,59958,138194,3.903,12.898,-14596,-0.950,23.896,5128,5323,43714
2005,62,h) 11 to 15,66251,77206,1187041,1201602,1829,2.330,4414,5.623,118365,26673,91692,2.220,9.851,147943,39313,108630,3.272,12.312,-29578,-2.462,19.701,3064,3198,24104
2005,62,i) 16 to 20,59982,79787,1973296,1982229,2382,2.961,3695,4.593,134778,25969,108809,1.310,6.799,152550,37897,114653,1.912,7.696,-17772,-0.897,13.599,2195,2306,17093
2005,62,j) 21 to 25,52992,68762,1503720,1515750,2059,2.968,3284,4.734,121196,33955,87241,2.240,7.996,145372,40322,105050,2.660,9.591,-24176,-1.595,15.992,1900,1986,12942
2005,62,k) 26+,25442,37699,771902,774003,1623,4.301,1701,4.507,68037,17330,50707,2.239,8.790,72940,15024,57916,1.941,9.424,-4903,-0.633,17.581,956,983,5581
2005,62,l) Left Censored,72709,144536,7086384,7073972,4712,3.233,7132,4.893,490833,90898,399935,1.285,6.939,465874,107231,358643,1.516,6.586,24959,0.353,13.171,3398,3604,29585
2005,71,a) 0,10250,10278,71546,35773,10278,200.000,(X),(X),71546,71546,(X),200.000,200.000,(X),(X),(X),(X),(X),71546,200.000,(X),(X),(X),(X)
2005,71,b) 1,7814,7875,66332,66997,19,0.209,2488,27.312,17439,589,16850,0.879,26.030,18565,10736,7829,16.025,27.710,-1126,-1.681,52.059,1880,1880,8210
2005,71,c) 2,6151,6181,60309,63061,291,4.348,1316,19.661,9798,1113,8685,1.765,15.537,15352,6998,8354,11.097,24.345,-5554,-8.807,31.075,1028,1028,5635
2005,71,d) 3,4770,4847,58659,59886,252,4.903,838,16.304,8902,1433,7469,2.393,14.865,11397,4211,7186,7.032,19.031,-2495,-4.166,29.730,628,632,3513
2005,71,e) 4,3839,3892,46040,47667,209,5.079,655,15.917,6847,959,5888,2.012,14.364,10113,3744,6369,7.854,21.216,-3266,-6.852,28.728,496,499,3222
2005,71,f) 5,3453,3559,45120,46303,182,4.871,537,14.372,7269,1121,6148,2.421,15.699,9646,3814,5832,8.237,20.832,-2377,-5.134,31.398,378,382,2795
2005,71,g) 6 to 10,14920,15547,247369,249731,710,4.400,1891,11.718,34524,8432,26092,3.376,13.824,39196,13330,25866,5.338,15.695,-4672,-1.871,27.649,1325,1333,10354
2005,71,h) 11 to 15,10343,10848,187061,193386,444,3.970,1117,9.987,21340,4123,17217,2.132,11.035,34543,10516,24027,5.438,17.862,-13203,-6.827,22.070,735,737,6485
2005,71,i) 16 to 20,7221,8436,213191,210852,329,3.816,698,8.097,31635,5494,26141,2.606,15.003,27408,5881,21527,2.789,12.999,4227,2.005,25.997,365,374,2670
2005,71,j) 21 to 25,4660,5411,116941,117449,188,3.407,401,7.268,13248,1602,11646,1.364,11.280,14278,3278,11000,2.791,12.157,-1030,-0.877,22.560,253,258,2182
2005,71,k) 26+,2614,3258,66048,66764,122,3.701,199,6.037,7745,1917,5828,2.871,11.601,9173,1861,7312,2.787,13.740,-1428,-2.139,23.201,103,109,1128
2005,71,l) Left Censored,13205,16826,757415,755680,367,2.163,653,3.848,77590,14278,63312,1.889,10.268,73514,10129,63385,1.340,9.728,4076,0.539,19.456,364,374,3299
2005,72,a) 0,51056,51829,590185,295093,51829,200.000,(X),(X),590185,590185,(X),200.000,200.000,(X),(X),(X),(X),(X),590185,200.000,(X),(X),(X),(X)
2005,72,b) 1,37599,38350,485066,514382,339,0.772,11430,26.039,103281,9059,94222,1.761,20.079,162412,76846,85566,14.939,31.574,-59131,-11.496,40.157,9436,9442,64719
2005,72,c) 2,29741,30726,391748,416969,1335,4.001,6614,19.823,65844,17483,48361,4.193,15.791,116555,53293,63262,12.781,27.953,-50711,-12.162,31.582,5502,5511,45250
2005,72,d) 3,24409,25581,382410,398095,1058,3.875,4506,16.502,59580,14094,45486,3.540,14.966,90963,39105,51858,9.823,22.850,-31383,-7.883,29.933,3666,3703,32425
2005,72,e) 4,19238,20404,304407,317018,812,3.758,3221,14.906,44103,11993,32110,3.783,13.912,69371,27874,41497,8.793,21.882,-25268,-7.971,27.824,2603,2639,23746
2005,72,f) 5,17154,19071,302664,315961,745,3.718,2681,13.379,42998,11559,31439,3.658,13.609,69968,28833,41135,9.125,22.145,-26970,-8.536,27.217,2128,2197,22182
2005,72,g) 6 to 10,76146,89797,1640274,1684256,3307,3.545,10263,11.003,203202,54845,148357,3.256,12.065,292797,107077,185720,6.358,17.384,-89595,-5.320,24.130,7793,8010,80238
2005,72,h) 11 to 15,49976,75257,1480717,1516102,2440,3.170,5846,7.596,159833,47950,111883,3.163,10.542,230361,78160,152201,5.155,15.194,-70528,-4.652,21.085,4000,4197,45463
2005,72,i) 16 to 20,34361,48939,1194836,1221870,1566,3.120,4072,8.113,128914,36564,92350,2.992,10.551,184004,59793,124211,4.894,15.059,-55090,-4.509,21.101,2526,2777,32193
2005,72,j) 21 to 25,19263,30443,711958,721055,901,2.904,2061,6.643,76933,23404,53529,3.246,10.670,95062,28632,66430,3.971,13.184,-18129,-2.514,21.339,1277,1375,13632
2005,72,k) 26+,9960,19738,657353,637781,787,3.952,1137,5.710,103192,37513,65679,5.882,16.180,65639,16655,48984,2.611,10.292,37553,5.888,20.584,612,681,7214
2005,72,l) Left Censored,29030,87485,2883062,2845584,4768,5.452,4692,5.366,365908,144224,221684,5.068,12.859,293615,82643,210972,2.904,10.318,72293,2.541,20.637,1837,1989,25552
2005,81,a) 0,42870,43128,156561,78281,43128,200.000,(X),(X),156561,156561,(X),200.000,200.000,(X),(X),(X),(X),(X),156561,200.000,(X),(X),(X),(X)
2005,81,b) 1,32759,33058,142911,148985,122,0.322,9765,25.779,33125,1490,31635,1.000,22.234,44700,26385,18315,17.710,30.003,-11575,-7.769,44.468,7591,7591,21343
2005,81,c) 2,28057,28255,131732,137422,1130,3.719,5384,17.721,26673,4076,22597,2.966,19.410,37838,18117,19721,13.183,27.534,-11165,-8.125,38.819,4180,4185,14576
2005,81,d) 3,24978,25401,133425,137890,1042,3.894,3765,14.068,21453,3743,17710,2.714,15.558,30271,12690,17581,9.203,21.953,-8818,-6.395,31.116,2898,2917,10123
2005,81,e) 4,21542,22014,108769,111666,888,3.867,2789,12.145,17366,2897,14469,2.594,15.552,23223,9153,14070,8.197,20.797,-5857,-5.245,31.104,2116,2131,7357
2005,81,f) 5,20150,20739,115567,118212,801,3.718,2416,11.213,18201,3248,14953,2.748,15.397,23238,8063,15175,6.821,19.658,-5037,-4.261,30.794,1839,1857,6303
2005,81,g) 6 to 10,94220,98080,571432,587907,3390,3.350,9603,9.490,75895,13946,61949,2.372,12.909,108575,34695,73880,5.901,18.468,-32680,-5.559,25.819,7147,7306,26213
2005,81,h) 11 to 15,72888,76755,498411,511629,1917,2.437,5758,7.319,56894,8390,48504,1.640,11.120,83502,22794,60708,4.455,16.321,-26608,-5.201,22.240,4283,4324,17362
2005,81,i) 16 to 20,64277,71539,527503,539190,1491,2.042,4443,6.085,56060,7539,48521,1.398,10.397,79679,17689,61990,3.281,14.778,-23619,-4.380,20.794,3010,3146,11430
2005,81,j) 21 to 25,64245,67726,504131,511570,1160,1.691,2889,4.212,49426,6700,42726,1.310,9.662,64333,11422,52911,2.233,12.576,-14907,-2.914,19.323,1969,2051,8140
2005,81,k) 26+,22733,24841,217727,222507,482,1.911,1232,4.886,18878,2657,16221,1.194,8.484,28544,4507,24037,2.026,12.828,-9666,-4.344,16.968,882,909,3187
2005,81,l) Left Censored,130208,170431,2244844,2277380,3679,2.132,7979,4.623,183233,23003,160230,1.010,8.046,248124,45918,202206,2.016,10.895,-64891,-2.849,16.092,3427,3599,16301
2006,11,a) 0,2027,2027,8997,4499,2027,200.000,(X),(X),8997,8997,(X),200.000,200.000,(X),(X),(X),(X),(X),8997,200.000,(X),(X),(X),(X)
2006,11,b) 1,1382,1382,6939,7009,0,0.000,486,29.908,2247,0,2247,0.000,32.059,2271,1420,851,20.260,32.401,-24,-0.342,64.118,379,379,1111
2006,11,c) 2,1223,1224,7155,7388,64,4.845,258,19.531,1452,132,1320,1.787,19.653,1898,921,977,12.466,25.690,-446,-6.037,39.307,185,185,756
2006,11,d) 3,909,909,5254,5382,57,5.852,187,19.199,1148,125,1023,2.323,21.330,1421,707,714,13.136,26.403,-273,-5.072,42.661,134,134,572
2006,11,e) 4,745,745,5455,5607,42,5.354,121,15.424,983,213,770,3.799,17.532,1264,376,888,6.706,22.543,-281,-5.012,35.063,88,88,293
2006,11,f) 5,704,707,4035,4129,45,6.081,111,15.000,743,101,642,2.446,17.997,886,307,579,7.436,21.461,-143,-3.464,35.994,90,90,266
2006,11,g) 6 to 10,3501,3516,22804,23473,191,5.197,509,13.850,3514,683,2831,2.910,14.971,4829,1693,3136,7.213,20.573,-1315,-5.602,29.941,353,353,1067
2006,11,h) 11 to 15,2696,2778,20135,20960,111,3.844,330,11.429,2804,236,2568,1.126,13.378,4421,1811,2610,8.640,21.093,-1617,-7.715,26.756,234,234,1549
2006,11,i) 16 to 20,2067,2152,19538,20415,98,4.426,222,10.027,2538,303,2235,1.484,12.432,4262,1413,2849,6.921,20.877,-1724,-8.445,24.864,157,157,1142
2006,11,j) 21 to 25,1340,1380,17120,17021,54,3.810,129,9.101,2187,357,1830,2.097,12.849,1993,493,1500,2.896,11.709,194,1.140,23.418,98,98,373
2006,11,k) 26+,877,909,8737,9062,27,2.871,90,9.569,790,81,709,0.894,8.718,1433,329,1104,3.631,15.814,-643,-7.096,17.436,66,66,222
2006,11,l) Left Censored,1817,2257,40664,42371,92,3.990,190,8.239,4415,546,3869,1.289,10.420,7926,3185,4741,7.517,18.706,-3511,-8.286,20.840,119,119,553
2006,21,a) 0,1932,1936,16983,8492,1936,200.000,(X),(X),16983,16983,(X),200.000,200.000,(X),(X),(X),(X),(X),16983,200.000,(X),(X),(X),(X)
2006,21,b) 1,1216,1225,11010,9786,4,0.299,229,17.121,4200,293,3907,2.994,42.921,1708,966,742,9.872,17.454,2492,25.466,34.909,184,184,877
2006,21,c) 2,905,941,11789,10170,73,7.495,139,14.271,4762,1606,3156,15.792,46.824,1391,766,625,7.532,13.677,3371,33.147,27.355,111,111,617
2006,21,d) 3,695,704,7642,7298,28,3.766,107,14.391,2234,105,2129,1.439,30.611,1603,987,616,13.524,21.965,631,8.646,43.930,71,72,591
2006,21,e) 4,756,772,12252,11132,30,3.717,100,12.392,4123,1935,2188,17.382,37.037,1928,1247,681,11.202,17.319,2195,19.718,34.639,74,74,652
2006,21,f) 5,692,718,11022,10519,39,5.270,83,11.216,2723,386,2337,3.670,25.886,1706,554,1152,5.267,16.218,1017,9.668,32.437,64,65,503
2006,21,g) 6 to 10,2545,2727,43083,41103,152,5.476,250,9.006,8595,1667,6928,4.056,20.911,4626,1746,2880,4.248,11.255,3969,9.656,22.509,186,189,1350
2006,21,h) 11 to 15,2021,2253,30161,29169,99,4.317,180,7.848,5787,1213,4574,4.159,19.840,3873,1498,2375,5.136,13.278,1914,6.562,26.556,116,119,780
2006,21,i) 16 to 20,1662,1985,46909,44666,79,3.911,149,7.376,7968,877,7091,1.963,17.839,3480,1246,2234,2.790,7.791,4488,10.048,15.582,92,98,897
2006,21,j) 21 to 25,1736,2068,41101,39720,71,3.380,136,6.475,6992,703,6289,1.770,17.603,4194,1614,2580,4.063,10.559,2798,7.044,21.118,86,86,696
2006,21,k) 26+,944,1179,36610,33846,50,4.214,65,5.478,9204,5351,3853,15.810,27.194,3411,920,2491,2.718,10.078,5793,17.116,20.156,40,47,739
2006,21,l) Left Censored,2701,6760,282097,275910,412,6.108,382,5.663,41962,10420,31542,3.777,15.209,29318,11457,17861,4.152,10.626,12644,4.583,21.252,89,94,548
2006,22,a) 0,264,265,1576,788,265,200.000,(X),(X),1576,1576,(X),200.000,200.000,(X),(X),(X),(X),(X),1576,200.000,(X),(X),(X),(X)
2006,22,b) 1,176,178,1882,1948,0,0.000,56,27.184,344,0,344,0.000,17.659,476,348,128,17.864,24.435,-132,-6.776,35.318,45,45,331
2006,22,c) 2,194,215,2276,2806,24,10.835,37,16.704,550,311,239,11.085,19.604,1635,1240,395,44.199,58.278,-1085,-38.674,39.209,28,28,1225
2006,22,d) 3,176,176,1141,1048,6,3.288,19,10.411,296,66,230,6.298,28.244,115,40,75,3.817,10.973,181,17.271,21.947,15,15,35
2006,22,e) 4,186,199,3263,3192,16,8.040,16,8.040,417,62,355,1.942,13.064,284,93,191,2.914,8.897,133,4.167,17.794,14,14,90
2006,22,f) 5,194,197,1418,1379,10,4.988,17,8.479,230,26,204,1.886,16.685,155,52,103,3.772,11.244,75,5.441,22.488,9,9,38
2006,22,g) 6 to 10,818,963,14178,14141,53,5.378,98,9.944,1615,724,891,5.120,11.421,1464,668,796,4.724,10.353,151,1.068,20.706,48,48,360
2006,22,h) 11 to 15,562,599,4414,4543,20,3.295,36,5.931,533,127,406,2.796,11.732,792,299,493,6.582,17.433,-259,-5.701,23.465,26,26,278
2006,22,i) 16 to 20,466,568,7493,7038,21,3.624,44,7.593,1414,951,463,13.513,20.092,536,246,290,3.496,7.616,878,12.476,15.233,16,19,132
